,First component,Second component,distance
0,Compartment,Compartment,0.0
1,Compartment,yeast,0.0
2,Compartment,univ,0.0
3,Compartment,VVen,0.0
4,Compartment,PSM,0.0
5,Compartment,Gut,0.0
6,Compartment,CELL,0.0
7,Compartment,c5,0.0
8,Compartment,mw1637dd35_5f09_4a8d_bb7f_58717cdf1612,0.0
9,Compartment,Drosophilia,0.0
10,yeast,Compartment,0.0
11,yeast,yeast,100.0
12,yeast,univ,0.0
13,yeast,VVen,0.0
14,yeast,PSM,0.0
15,yeast,Gut,0.0
16,yeast,CELL,0.0
17,yeast,c5,0.0
18,yeast,mw1637dd35_5f09_4a8d_bb7f_58717cdf1612,0.0
19,yeast,Drosophilia,0.0
20,univ,Compartment,0.0
21,univ,yeast,0.0
22,univ,univ,0.0
23,univ,VVen,0.0
24,univ,PSM,0.0
25,univ,Gut,0.0
26,univ,CELL,0.0
27,univ,c5,0.0
28,univ,mw1637dd35_5f09_4a8d_bb7f_58717cdf1612,0.0
29,univ,Drosophilia,0.0
30,VVen,Compartment,0.0
31,VVen,yeast,0.0
32,VVen,univ,0.0
33,VVen,VVen,0.0
34,VVen,PSM,0.0
35,VVen,Gut,0.0
36,VVen,CELL,0.0
37,VVen,c5,0.0
38,VVen,mw1637dd35_5f09_4a8d_bb7f_58717cdf1612,0.0
39,VVen,Drosophilia,0.0
40,PSM,Compartment,0.0
41,PSM,yeast,0.0
42,PSM,univ,0.0
43,PSM,VVen,0.0
44,PSM,PSM,0.0
45,PSM,Gut,0.0
46,PSM,CELL,0.0
47,PSM,c5,0.0
48,PSM,mw1637dd35_5f09_4a8d_bb7f_58717cdf1612,0.0
49,PSM,Drosophilia,0.0
50,Gut,Compartment,0.0
51,Gut,yeast,0.0
52,Gut,univ,0.0
53,Gut,VVen,0.0
54,Gut,PSM,0.0
55,Gut,Gut,0.0
56,Gut,CELL,0.0
57,Gut,c5,0.0
58,Gut,mw1637dd35_5f09_4a8d_bb7f_58717cdf1612,0.0
59,Gut,Drosophilia,0.0
60,CELL,Compartment,0.0
61,CELL,yeast,0.0
62,CELL,univ,0.0
63,CELL,VVen,0.0
64,CELL,PSM,0.0
65,CELL,Gut,0.0
66,CELL,CELL,0.0
67,CELL,c5,0.0
68,CELL,mw1637dd35_5f09_4a8d_bb7f_58717cdf1612,0.0
69,CELL,Drosophilia,0.0
70,c5,Compartment,0.0
71,c5,yeast,0.0
72,c5,univ,0.0
73,c5,VVen,0.0
74,c5,PSM,0.0
75,c5,Gut,0.0
76,c5,CELL,0.0
77,c5,c5,0.0
78,c5,mw1637dd35_5f09_4a8d_bb7f_58717cdf1612,0.0
79,c5,Drosophilia,0.0
80,mw1637dd35_5f09_4a8d_bb7f_58717cdf1612,Compartment,0.0
81,mw1637dd35_5f09_4a8d_bb7f_58717cdf1612,yeast,0.0
82,mw1637dd35_5f09_4a8d_bb7f_58717cdf1612,univ,0.0
83,mw1637dd35_5f09_4a8d_bb7f_58717cdf1612,VVen,0.0
84,mw1637dd35_5f09_4a8d_bb7f_58717cdf1612,PSM,0.0
85,mw1637dd35_5f09_4a8d_bb7f_58717cdf1612,Gut,0.0
86,mw1637dd35_5f09_4a8d_bb7f_58717cdf1612,CELL,0.0
87,mw1637dd35_5f09_4a8d_bb7f_58717cdf1612,c5,0.0
88,mw1637dd35_5f09_4a8d_bb7f_58717cdf1612,mw1637dd35_5f09_4a8d_bb7f_58717cdf1612,0.0
89,mw1637dd35_5f09_4a8d_bb7f_58717cdf1612,Drosophilia,0.0
90,Drosophilia,Compartment,0.0
91,Drosophilia,yeast,0.0
92,Drosophilia,univ,0.0
93,Drosophilia,VVen,0.0
94,Drosophilia,PSM,0.0
95,Drosophilia,Gut,0.0
96,Drosophilia,CELL,0.0
97,Drosophilia,c5,0.0
98,Drosophilia,mw1637dd35_5f09_4a8d_bb7f_58717cdf1612,0.0
99,Drosophilia,Drosophilia,0.0
